user_id,phone_number,is_active,accounts.mask,accounts.balances_current,accounts.COUNT(users),accounts.STD(users.phone_number),accounts.COUNT(transactions),accounts.MAX(transactions.amount),accounts.MEAN(transactions.amount),accounts.TIME_SINCE_LAST(transactions.date),accounts.COUNT(monthly_stats),accounts.MAX(monthly_stats.Entertainment),accounts.MAX(monthly_stats.Finance),accounts.MAX(monthly_stats.Fitness),accounts.MAX(monthly_stats.Food),accounts.MAX(monthly_stats.Food and Dining),accounts.MAX(monthly_stats.Friend Activities),accounts.MAX(monthly_stats.Gifts),accounts.MAX(monthly_stats.Groceries),accounts.MAX(monthly_stats.Hobbies),accounts.MAX(monthly_stats.Housing and Utilities),accounts.MAX(monthly_stats.Medical/Dental),accounts.MAX(monthly_stats.Other),accounts.MAX(monthly_stats.Personal Hygiene),accounts.MAX(monthly_stats.Shopping),accounts.MAX(monthly_stats.Subscriptions),accounts.MAX(monthly_stats.Transportation),accounts.MAX(monthly_stats.Travel),accounts.MAX(monthly_stats.avg_transaction_value),accounts.MAX(monthly_stats.total_spend),accounts.MAX(monthly_stats.total_transactions),accounts.MEAN(monthly_stats.Fitness),accounts.MEAN(monthly_stats.Food),accounts.MEAN(monthly_stats.Friend Activities),accounts.MEAN(monthly_stats.Gifts),accounts.MEAN(monthly_stats.Hobbies),accounts.MEAN(monthly_stats.Housing and Utilities),accounts.MEAN(monthly_stats.Medical/Dental),accounts.MEAN(monthly_stats.Personal Hygiene),accounts.MEAN(monthly_stats.Subscriptions),accounts.MEAN(monthly_stats.Transportation),accounts.MEAN(monthly_stats.Travel),accounts.MEAN(monthly_stats.avg_transaction_value),accounts.MEAN(monthly_stats.total_spend),accounts.STD(monthly_stats.Fitness),accounts.STD(monthly_stats.Housing and Utilities),accounts.STD(monthly_stats.Medical/Dental),accounts.STD(monthly_stats.Transportation),accounts.STD(monthly_stats.Travel),accounts.STD(monthly_stats.total_transactions),accounts.SUM(monthly_stats.Entertainment),accounts.SUM(monthly_stats.Food and Dining),accounts.SUM(monthly_stats.Groceries),accounts.SUM(monthly_stats.Housing and Utilities),accounts.SUM(monthly_stats.Medical/Dental),accounts.SUM(monthly_stats.Other),accounts.SUM(monthly_stats.Personal Hygiene),accounts.SUM(monthly_stats.Transportation),accounts.SUM(monthly_stats.Travel),accounts.SUM(monthly_stats.total_spend),accounts.TIME_SINCE_LAST(monthly_stats.month_start_date),accounts.COUNT(all_time_stats),accounts.STD(all_time_stats.avg_transactions_value),accounts.STD(all_time_stats.largest_transaction),accounts.STD(all_time_stats.total_transactions),account_id = 9930706642522650,account_id = 9917427141037396,account_id = 9900112423294341,account_id = 9860410258164577,account_id = 9854565050152785,account_id = 9794651047068781,account_id = 9749369644991904,account_id = 9742732280297836,account_id = 9650043164794435,account_id = 9625783251295911,account_id is unknown,accounts.name = JCB 16 digit,accounts.name = VISA 16 digit,accounts.name = Maestro,accounts.name = Mastercard,accounts.name = American Express,accounts.name = VISA 19 digit,accounts.name = Diners Club / Carte Blanche,accounts.name = VISA 13 digit,accounts.name = Plaid Saving,accounts.name = Plaid Mortgage,accounts.name is unknown,accounts.type = Checking,accounts.type = Savings,accounts.type = credit card credit,accounts.type = CHECKING,accounts.type = SAVINGS,accounts.type = checking depository,accounts.type = savings depository,accounts.type = mortgage loan,accounts.type = student loan,accounts.type = money market depository,accounts.type is unknown,accounts.currency_code = USD,accounts.currency_code = EUR,accounts.currency_code = GBP,accounts.currency_code = CAD,accounts.currency_code = SEK,accounts.currency_code = PLN,accounts.currency_code = NOK,accounts.currency_code = DKK,accounts.currency_code = CZK,accounts.currency_code is unknown,days_since_last,vel_1d,vel_7d,vel_30d,task_segment,top_category,top_merchant,primary_spending_trend,merchant_diversity,new_merchant_count,avg_amt_30d,count_30d
USR661vO,5805700709211,False,4410,8138.98,1,0.0,58,74246.46,1516.3505172413793,25920000.0,22,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,37293.08,0.0,6.0,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.3181818181818182,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.22727272727272727,0.13636363636363635,0.0,1935.4009090909092,0.0,0.3947710169758614,0.39477101697586137,0.42893202722888857,0.35125008665710444,0.0,1.3988244910316505,0.0,0.0,3.0,4.0,5.0,0.0,6.0,3.0,0.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,1.0,Single-Tasker,Shopping,Online,Surging in Subscriptions,0.05,3.0,10.97,1.0
USR451OQ,4134960346473,False,7272,1948.59,1,0.0,55,223326.51,5403.577454545455,28252800.0,22,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,113433.04,0.0,6.0,0.2727272727272727,0.3181818181818182,0.3181818181818182,0.2727272727272727,0.045454545454545456,0.045454545454545456,0.22727272727272727,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.18181818181818182,7834.775,0.0,0.4558423058385518,0.21320071635561041,0.5284134548067254,0.29424494316824984,0.5010810823432182,1.5961262630566064,0.0,0.0,3.0,1.0,5.0,0.0,3.0,2.0,4.0,0.0,29289600.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,2.0,Single-Tasker,Shopping,In-store,Surging in Shopping,0.05,3.0,111677.96500000001,2.0
USR691Fc,1189912437097,False,6367,3383.49,1,0.0,55,14662.15,452.73436363636364,28857600.0,22,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,7337.38,0.0,7.0,0.0,0.2727272727272727,0.09090909090909091,0.13636363636363635,0.2727272727272727,0.13636363636363635,0.18181818181818182,0.3181818181818182,0.2727272727272727,0.18181818181818182,0.13636363636363635,476.76363636363635,0.0,0.0,0.3512500866571044,0.39477101697586137,0.39477101697586137,0.35125008665710444,1.654719081323243,0.0,0.0,8.0,3.0,4.0,0.0,7.0,4.0,3.0,0.0,29289600.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,4.0,Single-Tasker,Shopping,In-store,Surging in Transportation,0.05,3.0,173.9375,4.0
USR479Ei,7048945915671,True,3166,3805.56,1,0.0,45,138404.27,4816.148222222222,26611200.0,21,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,46617.44,0.0,3.0,0.19047619047619047,0.09523809523809523,0.09523809523809523,0.23809523809523808,0.09523809523809523,0.19047619047619047,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.14285714285714285,0.23809523809523808,3511.2547619047623,0.0,0.40237390808147827,0.4023739080814782,0.47809144373375745,0.35856858280031806,0.4364357804719847,0.7928249671720917,0.0,0.0,4.0,4.0,3.0,0.0,5.0,3.0,5.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,2.0,Single-Tasker,Shopping,Online,Surging in Friend Activities,0.07,3.0,113.755,2.0
USR581oW,4784718713442,True,5203,9561.65,1,0.0,44,166627.35,4520.097272727274,27216000.0,24,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,83337.1,0.0,4.0,0.3333333333333333,0.08333333333333333,0.041666666666666664,0.20833333333333334,0.20833333333333334,0.16666666666666666,0.16666666666666666,0.041666666666666664,0.125,0.08333333333333333,0.041666666666666664,3945.4204166666664,0.0,0.5646597025732799,0.3806934938134405,0.38069349381344053,0.28232985128663995,0.2041241452319315,1.0072203103706696,0.0,0.0,4.0,4.0,4.0,0.0,1.0,2.0,1.0,0.0,29289600.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,1.0,Single-Tasker,Shopping,In-store,Surging in Hobbies,0.07,3.0,157.56,1.0
USR847gv,993849048480,False,5828,2315.97,1,0.0,53,107525.35,2451.581886792453,26784000.0,20,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,28394.78,0.0,6.0,0.15,0.1,0.0,0.4,0.25,0.3,0.25,0.3,0.0,0.15,0.15,1706.735,0.0,0.36634754853252327,0.4701623459816272,0.5501196042201808,0.36634754853252327,0.36634754853252327,1.3869694338832113,0.0,0.0,8.0,6.0,5.0,0.0,6.0,3.0,3.0,0.0,29289600.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,3.0,Single-Tasker,Shopping,In-store,Surging in Groceries,0.06,3.0,60.51,3.0
USR759Fr,8941613265726,True,2792,8702.14,1,0.0,44,239228.17,7395.055454545454,25574400.0,20,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,239228.17,0.0,5.0,0.1,0.35,0.3,0.1,0.2,0.15,0.1,0.2,0.15,0.0,0.25,14092.4625,0.0,0.30779350562554625,0.3663475485325232,0.3077935056255462,0.0,0.4442616583193193,1.1964860832322375,0.0,0.0,2.0,3.0,2.0,0.0,4.0,0.0,5.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,4.0,Single-Tasker,Shopping,In-store,Surging in Friend Activities,0.07,3.0,68.2125,4.0
USR689zf,3759061674399,True,3829,1944.8,1,0.0,58,169033.95,3383.0743103448276,27388800.0,21,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,42394.03,0.0,5.0,0.19047619047619047,0.23809523809523808,0.2857142857142857,0.23809523809523808,0.23809523809523808,0.09523809523809523,0.2857142857142857,0.19047619047619047,0.047619047619047616,0.42857142857142855,0.14285714285714285,2470.9209523809523,0.0,0.40237390808147827,0.30079260375911915,0.4629100498862757,0.50709255283711,0.35856858280031806,1.2611408289624877,0.0,0.0,3.0,2.0,6.0,0.0,4.0,9.0,3.0,0.0,29289600.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,2.0,3.0,Consistent Weekly,Shopping,Online,Surging in Personal Hygiene,0.05,3.0,464.0199999999999,3.0
USR007mU,643760639444,True,8379,564.48,1,0.0,60,4218.34,268.14500000000004,26697600.0,21,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1430.94,0.0,6.0,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.047619047619047616,0.23809523809523808,0.19047619047619047,0.2857142857142857,0.2857142857142857,0.047619047619047616,0.23809523809523808,0.23809523809523808,221.0790476190476,0.0,0.35856858280031806,0.511766315719159,0.560611910581388,0.5389584311207967,0.43643578047198484,1.4928400545843579,0.0,0.0,7.0,4.0,6.0,0.0,6.0,5.0,5.0,0.0,29289600.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,1.0,Single-Tasker,Housing and Utilities,Mobile App,Surging in Groceries,0.05,3.0,3.79,1.0
USR491Th,9960817616666,False,1796,5847.74,1,0.0,38,196369.28,5394.025263157894,25833600.0,23,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,65809.84,0.0,3.0,0.17391304347826086,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.17391304347826086,0.17391304347826086,0.043478260869565216,0.17391304347826086,0.13043478260869565,3057.7639130434777,0.0,0.4910261901035309,0.20851441405707477,0.38755338788158983,0.38755338788158983,0.34435022157509093,0.714059817469728,0.0,0.0,4.0,1.0,4.0,0.0,4.0,4.0,3.0,0.0,26611200.0,1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,2.0,Single-Tasker,Shopping,Mobile App,Surging in Friend Activities,0.08,3.0,348.725,2.0
