user_id,phone_number,is_active,accounts.mask,accounts.balances_current,accounts.COUNT(users),accounts.STD(users.phone_number),accounts.COUNT(transactions),accounts.MAX(transactions.amount),accounts.MEAN(transactions.amount),accounts.TIME_SINCE_LAST(transactions.date),account_id = 9930706642522650,account_id = 9917427141037396,account_id = 9900112423294341,account_id = 9860410258164577,account_id = 9854565050152785,account_id = 9794651047068781,account_id = 9749369644991904,account_id = 9742732280297836,account_id = 9650043164794435,account_id = 9625783251295911,account_id is unknown,accounts.name = JCB 16 digit,accounts.name = VISA 16 digit,accounts.name = Maestro,accounts.name = Mastercard,accounts.name = American Express,accounts.name = VISA 19 digit,accounts.name = Diners Club / Carte Blanche,accounts.name = VISA 13 digit,accounts.name = Plaid Saving,accounts.name = Plaid Mortgage,accounts.name is unknown,accounts.type = Checking,accounts.type = Savings,accounts.type = credit card credit,accounts.type = CHECKING,accounts.type = SAVINGS,accounts.type = checking depository,accounts.type = savings depository,accounts.type = mortgage loan,accounts.type = student loan,accounts.type = money market depository,accounts.type is unknown,accounts.currency_code = USD,accounts.currency_code = EUR,accounts.currency_code = GBP,accounts.currency_code = CAD,accounts.currency_code = SEK,accounts.currency_code = PLN,accounts.currency_code = NOK,accounts.currency_code = DKK,accounts.currency_code = CZK,accounts.currency_code is unknown,days_since_last,vel_1d,vel_7d,vel_30d,task_segment,top_category,top_merchant,primary_spending_trend,merchant_diversity,new_merchant_count,avg_amt_30d,count_30d,account_ids,primary_account_id,account_count
USR581oW,4784718713442,True,5203,9561.65,1,0.0,44,166627.35,4520.097272727274,27216000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,1,Single-Tasker,Shopping,In-store,Surging in Hobbies,0.07,3.0,157.56,1.0,[8179573942020720],8179573942020720,1
USR847gv,993849048480,False,5828,2315.97,1,0.0,53,107525.35,2451.581886792453,26784000.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Shopping,In-store,Surging in Groceries,0.06,3.0,60.51,3.0,[8848874948850153],8848874948850153,1
USR759Fr,8941613265726,True,2792,8702.14,1,0.0,44,239228.17,7395.055454545454,25574400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,4,Single-Tasker,Shopping,In-store,Surging in Friend Activities,0.07,3.0,68.2125,4.0,[3555536118789913],3555536118789913,1
USR689zf,3759061674399,True,3829,1944.8,1,0.0,58,169033.95,3383.0743103448276,27388800.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,3,Consistent Weekly,Shopping,Online,Surging in Personal Hygiene,0.05,3.0,464.0199999999999,3.0,[4202632551640792],4202632551640792,1
USR007mU,643760639444,True,8379,564.48,1,0.0,60,4218.34,268.14500000000004,26697600.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,1,Single-Tasker,Housing and Utilities,Mobile App,Surging in Groceries,0.05,3.0,3.79,1.0,[359069724284360],359069724284360,1
USR491Th,9960817616666,False,1796,5847.74,1,0.0,38,196369.28,5394.025263157894,25833600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,Mobile App,Surging in Friend Activities,0.08,3.0,348.725,2.0,[1643016443890993],1643016443890993,1
USR813QZ,2906139668422,True,8627,3754.74,1,0.0,44,22279.68,912.2706818181819,27388800.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Shopping,Mobile App,Surging in Shopping,0.07,3.0,7470.366666666666,3.0,[8692017926644744],8692017926644744,1
USR343dk,2418838681433,False,5384,8581.51,1,0.0,42,352230.76,8908.194523809523,27561600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,Online,Surging in Shopping,0.07,3.0,2619.04,2.0,[5345704589529914],5345704589529914,1
USR291BJ,9728650467847,False,7647,8416.34,1,0.0,43,240833.83,13707.738372093023,27388800.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Shopping,Mobile App,Surging in Groceries,0.07,3.0,58.626666666666665,3.0,[1719991586353126],1719991586353126,1
USR335Sx,918297661156,False,5613,9081.43,1,0.0,62,5295.14,328.7737096774194,26784000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Housing and Utilities,In-store,Surging in Housing and Utilities,0.05,3.0,1444.575,2.0,[7371891675043951],7371891675043951,1
USR818nO,3801362285165,False,2555,4718.49,1,0.0,59,121426.99,2640.141525423729,27388800.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,2,3,5,Healthy Active User,Shopping,Online,Surging in Fitness,0.05,3.0,4215.528,5.0,[8346901314453072],8346901314453072,1
USR375sC,3035687611305,True,6615,1970.88,1,0.0,39,309905.6,11061.831794871794,27216000.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,In-store,Surging in Subscriptions,0.08,3.0,10.07,2.0,[6440342709019424],6440342709019424,1
USR271eY,9400324607778,True,5915,2373.05,1,0.0,50,274630.42,5957.0122,26352000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Shopping,Mobile App,Surging in Hobbies,0.06,3.0,2587.1633333333334,3.0,[272675983639227],272675983639227,1
USR253Hy,384643815046,False,5958,1280.11,1,0.0,54,3805.35,293.24018518518517,25920000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,2,Consistent Weekly,Housing and Utilities,In-store,Surging in Hobbies,0.06,3.0,71.33,2.0,[74344592456871],74344592456871,1
USR944dh,564869852932,False,8815,3230.22,1,0.0,47,337617.55,7374.609361702127,25574400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,Online,Surging in Friend Activities,0.06,3.0,708.23,2.0,[1397334799009989],1397334799009989,1
USR418ju,4925638582442,True,1261,9831.78,1,0.0,57,112518.54,2359.8571929824557,25574400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,4,Single-Tasker,Shopping,Mobile App,Surging in Gifts,0.05,3.0,782.7075,4.0,[4990242242398628],4990242242398628,1
USR896kh,6506485822965,False,9873,7594.49,1,0.0,48,1935.14,249.045,25574400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Gifts,Mobile App,Surging in Subscriptions,0.06,3.0,162.25666666666666,3.0,[7352397003984129],7352397003984129,1
USR961UU,1692257690166,False,2625,6910.58,1,0.0,49,34567.49,920.6226530612244,28857600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Shopping,In-store,Surging in Hobbies,0.06,3.0,57.38999999999999,3.0,[7343538510695578],7343538510695578,1
USR324Nf,2437620730426,True,4572,7786.15,1,0.0,47,53345.01,2691.3106382978726,27216000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,4,Single-Tasker,Shopping,In-store,Surging in Personal Hygiene,0.06,3.0,33.3325,4.0,[2169306134303862],2169306134303862,1
USR500hm,7462184823605,False,8186,7400.45,1,0.0,45,330956.88,7608.732666666666,26006400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,3,Consistent Weekly,Shopping,In-store,Surging in Friend Activities,0.07,3.0,57.373333333333335,3.0,[3406664646808167],3406664646808167,1
USR539EC,5690602551741,False,3368,3076.92,1,0.0,57,220002.74,7960.667894736842,25833600.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,1,Single-Tasker,Shopping,In-store,Surging in Personal Hygiene,0.05,3.0,2094.25,1.0,[2647051895487886],2647051895487886,1
USR053xd,4207420852827,False,283,8402.82,1,0.0,46,1617.1,227.58282608695652,26956800.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,2,Consistent Weekly,Medical/Dental,Online,Surging in Friend Activities,0.07,3.0,270.345,2.0,[3917434863514659],3917434863514659,1
USR082ip,7002524896127,True,3980,4551.7,1,0.0,50,147254.26,4223.267400000001,27907200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,2,2,3,Consistent Weekly,Shopping,Mobile App,Surging in Subscriptions,0.06,3.0,15.693333333333333,3.0,[365317339018220],365317339018220,1
USR721Xc,9019207008960,True,7512,8860.2,1,0.0,47,42886.51,1528.1757446808513,25747200.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,In-store,Surging in Hobbies,0.06,3.0,45.17,2.0,[975087702556556],975087702556556,1
USR242VN,6350601517722,False,3528,1076.77,1,0.0,55,319220.4,6009.656181818183,25574400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,3,4,Healthy Active User,Shopping,In-store,Surging in Travel,0.05,3.0,184.77750000000003,4.0,[2941076191576956],2941076191576956,1
USR598GE,8031396258764,True,3957,8629.3,1,0.0,48,129871.71,5221.460416666667,29203200.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Shopping,Online,Surging in Fitness,0.06,3.0,2055.71,3.0,[6332365085760707],6332365085760707,1
USR511YG,1040602921230,True,3775,6672.64,1,0.0,45,47534.53,1316.8835555555556,28771200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,3,Consistent Weekly,Shopping,In-store,Surging in Shopping,0.07,3.0,15892.656666666668,3.0,[9192896743314302],9192896743314302,1
USR360hy,5289066760766,True,8659,1810.65,1,0.0,50,6863.9,565.1543999999999,26352000.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,Online,Surging in Food,0.06,3.0,203.3,2.0,[5114885622146222],5114885622146222,1
USR430vt,2205485035892,False,5386,7298.6,1,0.0,44,5773.76,439.9259090909091,27993600.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Housing and Utilities,Mobile App,Surging in Housing and Utilities,0.07,3.0,1932.6200000000001,3.0,[3523255766543907],3523255766543907,1
USR244Uu,1419031884614,True,5022,3430.64,1,0.0,51,10114.45,626.266862745098,28771200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,Online,Surging in Subscriptions,0.06,3.0,7.25,2.0,[1244941447924031],1244941447924031,1
USR478AY,9595217749544,True,6607,7543.37,1,0.0,53,170583.42,3721.589056603774,25833600.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Shopping,Online,Surging in Gifts,0.06,3.0,1653.1666666666667,3.0,[9900112423294341],9900112423294341,1
USR215xz,5886124235015,False,364,9179.34,1,0.0,51,5185.76,517.8521568627451,26265600.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Housing and Utilities,Online,Surging in Hobbies,0.06,3.0,88.51,2.0,[5978525337123148],5978525337123148,1
USR247kd,1780210921450,False,3028,2039.21,1,0.0,56,84389.3,1645.6053571428572,25833600.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,Online,Surging in Groceries,0.05,3.0,54.489999999999995,2.0,[1786987321212464],1786987321212464,1
USR207DW,2249581293740,False,2398,7305.84,1,0.0,64,42790.8,976.04984375,25574400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,5,Single-Tasker,Shopping,Mobile App,Surging in Shopping,0.05,3.0,8946.774000000001,5.0,[7810330163594035],7810330163594035,1
USR258us,6947578577370,True,2320,3418.21,1,0.0,44,5654.33,369.6865909090909,26006400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,1,Single-Tasker,Housing and Utilities,In-store,Surging in Housing and Utilities,0.07,3.0,68.09,1.0,[1907263899175261],1907263899175261,1
USR534tr,1462262145789,False,121,1283.68,1,0.0,42,48468.04,1405.0757142857144,25660800.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,3,Consistent Weekly,Shopping,Mobile App,Surging in Personal Hygiene,0.07,3.0,1507.1433333333334,3.0,[1904057589594551],1904057589594551,1
USR139BK,2937893111722,True,5804,8607.72,1,0.0,57,100056.35,3563.166315789474,27129600.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,2,2,5,Consistent Weekly,Shopping,Online,Surging in Housing and Utilities,0.05,3.0,1142.7559999999999,5.0,[6777516850676564],6777516850676564,1
USR465GL,9424964955830,False,3768,1364.68,1,0.0,57,5011.25,403.5422807017544,25660800.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,5,Consistent Weekly,Housing and Utilities,Online,Surging in Travel,0.05,3.0,116.40800000000002,5.0,[7187442304170327],7187442304170327,1
USR628KZ,9261600919257,False,6827,542.38,1,0.0,46,4596.37,313.449347826087,27043200.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,2,3,Consistent Weekly,Housing and Utilities,In-store,Surging in Travel,0.07,3.0,151.46333333333334,3.0,[7265932119274561],7265932119274561,1
USR726Lh,3745006694949,False,9177,797.38,1,0.0,55,1487.04,204.13163636363635,28080000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,2,2,3,Consistent Weekly,Medical/Dental,Mobile App,Surging in Travel,0.05,3.0,503.7533333333334,3.0,[5758936392022555],5758936392022555,1
USR423EB,4569954055788,False,4309,4881.4,1,0.0,50,20934.52,835.1496,26092800.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,1,Single-Tasker,Shopping,In-store,Surging in Gifts,0.06,3.0,70.93,1.0,[2117860040110492],2117860040110492,1
USR380Yw,987138649826,False,9208,2346.43,1,0.0,52,2603.85,292.62942307692305,26870400.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,3,5,Healthy Active User,Personal Hygiene,Online,Surging in Shopping,0.06,3.0,373.738,5.0,[6465636985218047],6465636985218047,1
USR653TK,1611143358027,True,8148,5750.4,1,0.0,43,213166.43,5193.130697674418,26524800.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,2,Single-Tasker,Shopping,Mobile App,Surging in Housing and Utilities,0.07,3.0,213.92000000000002,2.0,[8427394184261092],8427394184261092,1
USR271Yo,7300692821478,True,7769,8216.73,1,0.0,45,3452.17,344.68266666666665,30153600.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,3,Single-Tasker,Housing and Utilities,Online,Surging in Personal Hygiene,0.07,3.0,132.65333333333334,3.0,[4915301745302561],4915301745302561,1
USR574tK,1803247262255,False,5358,8225.0,1,0.0,41,6999.0,363.2009756097561,26092800.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,1,Single-Tasker,Housing and Utilities,Online,Surging in Shopping,0.07,3.0,296.2,1.0,[7532127441056208],7532127441056208,1
USR572qw,6885165212930,False,7678,4706.13,1,0.0,58,221971.79,8200.843965517242,26092800.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,4,Single-Tasker,Shopping,Mobile App,Surging in Subscriptions,0.05,3.0,28.2075,4.0,[7343201222998493],7343201222998493,1
