user_id,email,password,full_name,phone_number,plaid_access_token,plaid_item_id,is_active,account_id
USR491Th,michaeldiaz@hotmail.com,v(EGmt4xPJ1s,Deborah Wilcox,9960817616666,none,none,False,1643016443890993
USR813QZ,hansenbrandon@hotmail.com,V@20Lw2vd_n,Melanie Hunt,2906139668422,none,none,True,8692017926644744
USR343dk,patellaura@hotmail.com,$0W+Oz)mI55,Jessica Allen,2418838681433,none,none,False,5345704589529914
USR291BJ,miranda16@gmail.com,CGq8C)c)!km,Pamela Kim,9728650467847,none,none,False,1719991586353126
USR335Sx,vmiller@gmail.com,&2j@dkxYrdQW,Sara Dunlap,918297661156,none,none,False,7371891675043951
USR818nO,garciachristina@gmail.com,f@0geI@v,James Thomas,3801362285165,none,none,False,8346901314453072
USR375sC,berrychristopher@gmail.com,JyK2RD$dk$^G,Laura Cooper,3035687611305,none,none,True,6440342709019424
USR271eY,wrightjames@hotmail.com,h#+3*8Xf,Julie Delgado,9400324607778,none,none,True,0272675983639227
USR253Hy,gonzalezkenneth@hotmail.com,oE+_3@ZpW3,Jacob Howe,384643815046,none,none,False,0074344592456871
USR944dh,garyswanson@hotmail.com,@2ZcrKkJ3,Dr. Michael Thomas,564869852932,none,none,False,1397334799009989
USR418ju,tduke@yahoo.com,#4&v%U3f%EX,Patrick Garza,4925638582442,none,none,True,4990242242398628
USR896kh,lindawyatt@gmail.com,a^l18VxC,Zachary Lopez,6506485822965,none,none,False,7352397003984129
USR961UU,johnsonwesley@gmail.com,av3NjnOr&ecP,Brian Swanson,1692257690166,none,none,False,7343538510695578
USR324Nf,gabriel60@yahoo.com,@c7SuF_t^T(,Pamela Watkins,2437620730426,none,none,True,2169306134303862
USR500hm,rodney59@hotmail.com,5+!8rURi,Brent Lawson,7462184823605,none,none,False,3406664646808167
USR539EC,opeters@yahoo.com,57o!#E3f*,William Martin,5690602551741,none,none,False,2647051895487886
USR053xd,jessicawilliams@yahoo.com,%He&8XUn,Jeffrey Lopez,4207420852827,none,none,False,3917434863514659
USR082ip,staceypayne@yahoo.com,!sZ5JslQ_1,Savannah Reyes,7002524896127,none,none,True,0365317339018220
USR721Xc,riddleryan@gmail.com,q24GCfuI+UF,Julie Murray,9019207008960,none,none,True,0975087702556556
USR242VN,jamesrobert@gmail.com,+2NBliUx,Robert Richardson,6350601517722,none,none,False,2941076191576956
USR598GE,aaronkim@hotmail.com,(11KZ3DqL2wr,Maria Lee,8031396258764,none,none,True,6332365085760707
USR511YG,desireebarry@hotmail.com,!(TG6n21$6,Justin Washington,1040602921230,none,none,True,9192896743314302
USR360hy,fernandezrobert@yahoo.com,@03bRcr!3$,Nicole Gates,5289066760766,none,none,True,5114885622146222
USR430vt,michael32@hotmail.com,yM$6sIWaW,Susan Pierce,2205485035892,none,none,False,3523255766543907
USR244Uu,colleen10@gmail.com,CW1*kwBrs),James Cunningham,1419031884614,none,none,True,1244941447924031
USR478AY,mackenzie86@gmail.com,8+7LZsWP,Jennifer Dickerson,9595217749544,none,none,True,9900112423294341
USR215xz,hoffmannicole@hotmail.com,!4(WKZh8&L,Tyler Sexton,5886124235015,none,none,False,5978525337123148
USR247kd,taylorkenneth@hotmail.com,A_9D*u*a#oQj,William May,1780210921450,none,none,False,1786987321212464
USR207DW,nathanwilliams@hotmail.com,n^5UcgKgc,Justin Wall,2249581293740,none,none,False,7810330163594035
USR258us,amurphy@gmail.com,fs9irMpn_b,Kim Jenkins,6947578577370,none,none,True,1907263899175261
USR534tr,kyle11@hotmail.com,_$%fHxo+&i!8,Monica Williams,1462262145789,none,none,False,1904057589594551
USR139BK,amanda37@hotmail.com,$g!0TJpaye4$,Cheryl Warren,2937893111722,none,none,True,6777516850676564
USR465GL,heather21@yahoo.com,(95GxXgspP,Christine Atkins,9424964955830,none,none,False,7187442304170327
USR628KZ,adam07@yahoo.com,2oTx7Hmp&EL,Gabriel Davis,9261600919257,none,none,False,7265932119274561
USR726Lh,townsendheather@hotmail.com,!5O@n+eTT,Elizabeth Silva,3745006694949,none,none,False,5758936392022555
USR423EB,michael35@gmail.com,n!^X6ElBC,Autumn Walsh,4569954055788,none,none,False,2117860040110492
USR380Yw,randalllaura@yahoo.com,%ZEQ3Lio)5,Christopher Leonard,987138649826,none,none,False,6465636985218047
USR653TK,loriscott@yahoo.com,fEBTnsjq&1,Patrick Long,1611143358027,none,none,True,8427394184261092
USR271Yo,tchen@gmail.com,*JW_6B%lK,Zachary Campbell,7300692821478,none,none,True,4915301745302561
USR574tK,karenbush@hotmail.com,i50IZMCr+3L,Lisa Miller,1803247262255,none,none,False,7532127441056208
USR572qw,bensonashley@yahoo.com,4!rDURYt$iEy,Mrs. Ellen Evans,6885165212930,none,none,False,7343201222998493
USR925Mf,harrybrown@gmail.com,@D4PN&an$,Joseph Burgess,3731229777428,none,none,True,3635020399572580
USR201Zu,suzanneroman@yahoo.com,B&7dEsoB,Barry Chen,5936378935347,none,none,True,5896844080569374
USR425DX,bduke@gmail.com,7YU$3Kre,Christopher Mendoza,3054281317499,none,none,True,5051398843617869
USR388wJ,valerie22@yahoo.com,v(+*R9Mdt,Joshua Thomas,7875182163417,none,none,True,3413230594669183
USR068Xr,xwhite@yahoo.com,&#(4IGwh,Cory Guerrero,7253999821830,none,none,True,9854565050152785
USR223cE,timothy83@yahoo.com,e#a9%Zfc,David Parks,4188825509299,none,none,True,0410674843067860
USR031uI,william02@yahoo.com,1xKRJnPR&0,Emily Ford,7453987020766,none,none,False,3145676334558816
USR151Xg,nancysmith@gmail.com,7IA&^4AwT^X,Roger Bell,1900654730325,none,none,False,4938667654244427
USR013pA,horr@yahoo.com,DgWGnhGZf!6,Melissa Willis,3673258609053,none,none,False,5276874342658015
USR579jO,tracychan@yahoo.com,@4l2nIGr5vfO,Alexander West,9385084268769,none,none,False,2529245753691166
USR621BM,albert65@gmail.com,Lr%d_5Pk4,Erik Martinez,5069392962983,none,none,False,2255874088280622
USR592gD,rjones@hotmail.com,b1KRxeaU_,Steven Herrera,7831789661594,none,none,True,2389275130478223
USR140si,melinda90@gmail.com,)3KnEXl+!,Helen Simmons,7475299832033,none,none,True,3896112433006532
USR596jh,makaylaholmes@hotmail.com,WmR4OQLj#m,Andrew Gonzalez,7525546809798,none,none,False,3675763762695826
USR691El,angelabennett@hotmail.com,$D0Xfw*D(^,Jeffrey Watkins,645685522621,none,none,True,2958487517890362
USR062rU,robert23@gmail.com,(V52A_PdJk9Q,Ruth Petersen,5859152375058,none,none,True,0575793344868387
USR628kq,lisastafford@hotmail.com,$4^HzkEAai),Heather Green,5350817628037,none,none,True,7059873387557783
USR421bB,jessica22@hotmail.com,^S6E^Dnb_^,Carlos Cardenas,2507370423777,none,none,False,0919386953688877
USR376hP,ravenjimenez@hotmail.com,0A&7AoLAR,Matthew Bishop,3722607134680,none,none,True,4984592417211258
USR001YL,andrewhuff@gmail.com,TZ(2moSo1,Dustin Andersen,175860268683,none,none,False,3220502303885391
USR756hT,campbellvanessa@hotmail.com,u2$76mLz+AnB,Rebekah Santana,6043640663460,none,none,False,1746699275281552
USR148zM,pmorris@hotmail.com,%5Yegpww+9c,Travis Miller,5165275692078,none,none,False,5398053233543317
USR496UB,jbrown@hotmail.com,_98nHnuI,Clinton Thomas,43798167473,none,none,True,0027434923585791
USR739ei,gregoryherrera@yahoo.com,kH0AzlRVz#,Rebecca Perez,4448637882952,none,none,True,8321704044270430
USR461nX,haynesangela@hotmail.com,&mCqku*bi7,Brian Leonard,709053759647,none,none,True,6517352269108317
USR313nW,williamstyler@hotmail.com,EK(1zQ^k4O,Derek Ramirez,3146734387642,none,none,False,8429259675435165
USR626gZ,edward35@yahoo.com,35ThqhC@^cK,Valerie Martinez,2068232764016,none,none,False,9371972853446753
USR746kv,lwhitney@yahoo.com,BJF9EVs5n#,Duane Williams,1332152304232,none,none,True,1782369306730165
USR632NW,jstewart@yahoo.com,h!QI7MQbzwD6,Desiree Ramirez,5531144019870,none,none,True,0760720797584149
USR765RD,royanderson@gmail.com,m5J*^u!s&T,Bob Willis,2155754777443,none,none,False,3327790754525823
USR756uA,morrisondeborah@gmail.com,@)SganNlTFD4,Nicole Holmes,9555189879271,none,none,True,3606395902696650
USR619km,alison06@yahoo.com,Kkl1PXDkl^9,Travis Gomez,7580083848968,none,none,True,5856856664492208
USR040Ko,deborahcooper@gmail.com,C#5bC02k,Jacob Smith,2117157307530,none,none,False,0317820028169473
USR268Dy,lkrueger@hotmail.com,*@h2Pop2R2,Brian Thompson,8531071575298,none,none,False,0575808430645435
USR708ic,christina20@yahoo.com,3e1RNbuc(Cb,Daniel Archer,7075877416037,none,none,False,2484857538967064
USR737zJ,nancy30@hotmail.com,F^G9Ys39,Yolanda Scott,9760698644174,none,none,True,1703601111473812
USR074qk,frydevin@hotmail.com,$)8Gdw@kP$,Chad Gill,3073553478175,none,none,True,6956164792464098
USR552iz,travisgreene@yahoo.com,o#3SE8xO,Patricia Sims,6410549286408,none,none,False,3594487387849143
USR383GT,brianalexander@gmail.com,S%0SdL4u,Toni Robles,5194962432043,none,none,False,4484382288834839
USR605Px,petersonrita@hotmail.com,LWCYQ%l9&1jd,Mario Moore,9587414757334,none,none,False,6345434857837874
USR494kt,lori87@gmail.com,#1PZwCaGmaz,Lauren Gates,6033963263994,none,none,False,7037069116667881
USR774PR,mcintoshmarc@gmail.com,EW2Gaw)gp%+J,Anna Richards,8755890243842,none,none,True,0754681912406738
USR990MJ,snyderkristina@yahoo.com,x#64zQp@,Clarence Watkins MD,8567392736108,none,none,True,1691137074731657
USR651Yc,schroederaaron@gmail.com,i%2YwKR1(,Kara Gonzalez,9259765714535,none,none,False,7402592048993814
USR996DQ,irichardson@hotmail.com,wz&FV8Asnzd,Kelly Mayo,64523035340,none,none,True,3183318773199775
USR270YP,alexanderjackson@yahoo.com,1(4id&Ah%kV,David Steele,7755892953084,none,none,False,0152712046592887
USR605nX,powelljames@yahoo.com,V_Xyo&kcQy8M,Jennifer Williams,9356063177213,none,none,False,8429911208608223
USR793Ca,timothy04@yahoo.com,N@6hLNy6Y+Ud,Eric Anderson,9356917248555,none,none,False,3649178965182352
USR100df,sarahboyle@yahoo.com,)7NLaTbP$+,Samuel Collins,8373937792681,none,none,False,5542954098207916
USR840Fs,imarshall@yahoo.com,Dbb4THj+(2sZ,Todd Roach,1759036517009,none,none,True,3884768043111287
USR472to,cristinarush@yahoo.com,_8Pjmzwn,Sheri Peters,17507089018,none,none,True,2588374851708596
USR847Vu,uhowell@gmail.com,K(Z%Ihzqv(1,Tami Walters,9299962415504,none,none,True,7397989264139357
USR932HS,sherrymiller@yahoo.com,gb*1AVwr%,Lauren Steele,8955145335879,none,none,False,6582803682722698
USR646Eg,fgilbert@hotmail.com,geE1q#H@!#,Sarah Collins,6848264049432,none,none,False,1231967408124440
USR258SD,tgill@hotmail.com,wtkn+_wT^Y2J,Charles Harper,762184174178,none,none,True,6789422602793653
USR465Of,tracyatkins@yahoo.com,p$V0wZ9aKT,Lisa Greene,4377819240021,none,none,True,7987964227152055
USR556jk,jennifer27@gmail.com,U2FWGo6)&,Adam Rodriguez,698485662884,none,none,True,2485184010285215
USR886vk,vespinoza@yahoo.com,m0KmYwq3#c$Q,Anna Munoz,9510138949718,none,none,True,2476514669922009
USR372Mt,sellersmichael@gmail.com,+t3OzPr@,Benjamin Pierce,7964797994542,none,none,False,4727996583201685
USR834PN,lmay@yahoo.com,O*H*bGMgP82,Sarah Gonzalez,1160116848806,none,none,True,2052228805142634
USR129NG,gregorymurray@gmail.com,%M)D5IOn%,Joan Ali,3798858637815,none,none,False,1287970339524147
USR401fn,irodriguez@gmail.com,VEaej1qjs&,Laura Velazquez,9240619811791,none,none,True,7194223533689348
USR297tJ,uharris@yahoo.com,33YtTj!R&,Phillip West,6446009066952,none,none,False,1672623079619382
USR993dr,kimvictoria@yahoo.com,!D7LhMKvB,Mr. Mark Johnson,6087191593625,none,none,True,8463244674873742
USR249de,lmartinez@gmail.com,*pbT5gUsWi#),Emily Russell,2586658035717,none,none,False,1197574185563696
USR862eI,sylviacooper@yahoo.com,N3Ob#Oqf@cuF,Teresa Castro,50879775425,none,none,False,3209100814996365
USR489ka,emily69@hotmail.com,@9nL08$w9,Sergio Maldonado,9421682023682,none,none,True,1073907659342968
USR936rw,grossnicole@hotmail.com,7!1UW6_l,Tammy Johns,3542848054679,none,none,False,5545303440124674
USR981Is,garciaelizabeth@gmail.com,h2Qo)EdE&4,Joshua Meyer,9929904409752,none,none,True,5749789658974242
USR169XO,taylorheather@hotmail.com,&F4mu_Ru8,Danielle Rose,7097106256034,none,none,False,2849192942495831
USR885xH,christopherwilliams@gmail.com,%9S(l^Qz,Jonathan Morrow,9841440622499,none,none,True,2004535086897448
USR104NK,colerodriguez@yahoo.com,_K8OASUj2E,Shane Thomas,6338280442145,none,none,True,1876789797618974
USR828eU,markperez@yahoo.com,@aBRc%*cvP0(,Ronald Taylor,6510657081558,none,none,True,9274394784838791
USR689HM,strongjohnny@gmail.com,i!&tFTaDg)5,Brent Elliott,4625873053310,none,none,True,5753119100760911
USR654ba,peter49@gmail.com,D68W6%4g3#,Emily Payne,980418478672,none,none,True,6569936517007880
USR725fj,richardmartinez@hotmail.com,E)W4DC$e+dZ,Trevor Wright,1418165054241,none,none,True,1309156750865545
USR703am,elliottteresa@hotmail.com,7&oBMHt@9S#0,George Perez,5189008723567,none,none,False,7344597357704186
USR704Np,masondavid@hotmail.com,#%9GCYa),Theresa Wright,7553305247307,none,none,False,6847503815544676
USR990wn,dennishutchinson@gmail.com,RLFQqCDk%k0K,Megan Whitney,1837227285473,none,none,True,5201228488286458
USR557yC,goodwindominique@yahoo.com,mg$NI4Ts&,Gabriel Molina,6695380853615,none,none,False,4424100999884660
USR165jr,robertstone@hotmail.com,^!@4XE!j,Michael Pena,6339319126344,none,none,False,1120172210085340
USR203qJ,ann79@gmail.com,r+8YbH#ZHH*B,Martin Ortiz,9784998621153,none,none,False,4394889498884221
USR677Eb,nicole40@yahoo.com,^XTSAO0p@0,Matthew Smith,6767466889543,none,none,True,3423390084100941
USR848ei,kathy47@yahoo.com,)1C7b3eZ_y,Jasmine Kim MD,595456679645,none,none,True,8812883282142222
USR718eU,donaldhouse@yahoo.com,$!BnMEqv9,Stacy Patton,8903779105878,none,none,False,1703509542445537
USR162th,hglenn@yahoo.com,&*Y_gm!P0F5,Jennifer Griffin,2851547662819,none,none,False,4241269848227976
USR279gH,william63@gmail.com,%)l0+@Zq@!A#,Alyssa Gregory,3312434007745,none,none,False,9625783251295911
USR066Hw,devin28@hotmail.com,^5H%Zz%Y,Ronald Weaver,2180365398496,none,none,False,0666689254107962
USR139QE,heathermarshall@hotmail.com,9GFz7D4^^Ow,Bethany Paul,3380959808786,none,none,False,0580611751812643
USR317Xw,zgreen@gmail.com,@4&3XZhqy,Randy Warren,8597115466435,none,none,False,9109926126905843
USR866Vy,daniel48@gmail.com,8&#^7Pxbn,Michael Anderson,4918287018942,none,none,False,5680825864486263
USR672oM,tylerolson@gmail.com,)08AriHe,Melanie Poole,6238510081950,none,none,False,5274349177174725
USR437KX,vgibbs@yahoo.com,($M5vLy9,Kyle Ritter,2244870530557,none,none,True,8523595065041672
USR415QQ,holly09@hotmail.com,&CGrOmYwv0TL,Leslie Stephenson,5816953085283,none,none,False,8079726737611017
USR332Yp,lmarquez@gmail.com,Z+%I9GbkCq,Anthony Gibson,570914587968,none,none,False,2849923410397004
USR598Hk,bevans@gmail.com,1vefXz8v+wgE,Dylan Watkins,1294009923940,none,none,False,4564786545467025
USR726VM,poolegeorge@hotmail.com,z*6Ksd0i,Tina Zhang,2200627108409,none,none,True,9860410258164577
USR059hG,johnsonjennifer@yahoo.com,z4)33FyQD,Michelle Logan,2976751317935,none,none,False,8718671791689150
USR843Yq,leepatricia@yahoo.com,+5r(BoqLE73D,Roger Anderson,5060647677981,none,none,True,5296356624620250
USR473tw,rrivera@hotmail.com,E_)5AFVc,Mark Ramirez,4628572691938,none,none,False,6184261160522297
USR146jK,jamescraig@yahoo.com,MF(f93Pv$(5,Rachel Murphy,4445874448426,none,none,False,7259110723892288
USR785nU,darryldickerson@yahoo.com,)s23ES0Ib$,Beth Shaffer,865310712853,none,none,False,5647908738059733
USR102Ib,victoria89@hotmail.com,()i4KsT%_a6,Justin Mendez,9100259832886,none,none,True,1672339357676178
USR350bh,berrykaren@yahoo.com,&701Hjt8DSTc,David Murphy,1663151499866,none,none,True,5624025645542408
USR331Xb,david81@hotmail.com,VG_9+3Us,Shannon Barrera,2181406212043,none,none,True,8495387043163616
USR723TN,proth@yahoo.com,8&9GpgBkWdi,Penny Hart,2539909267535,none,none,False,5756995366242133
USR395Ke,edward24@gmail.com,@1G(CQqY,Amanda Grant,5398733699940,none,none,True,9256222811119772
USR421oQ,dnewton@gmail.com,!q9Fp6eAyO%s,Dylan Pierce,6550834724389,none,none,True,4202420362708024
USR698Vo,eric83@yahoo.com,EU81fWqx%&8!,Alyssa Cummings,8015677824661,none,none,False,1043361745109634
USR951HI,rogersjohn@hotmail.com,@xJc9Neidr#,Patricia Bell,9280276726316,none,none,False,3294169065588118
USR495Vi,jillfoster@gmail.com,*X6#fIqt&gV#,Brandy Joyce,3505919840541,none,none,True,6028934057594631
USR466ol,maynardmichael@hotmail.com,c1Ce4mH6_h,James Carter,6825120482287,none,none,True,0681925541759447
USR298ko,smithxavier@hotmail.com,E0BbakN3+@,Jasmine Baird,4906995856375,none,none,False,0596778591342074
USR914Gc,julian68@yahoo.com,+o5*3Tj2,Becky Miller,6165313911969,none,none,True,4820686598468822
USR310Wm,xellison@gmail.com,)sO^Ab$*!0,Jesse Ramirez,5707738079010,none,none,False,2091804121926538
USR199CW,ganderson@gmail.com,8J+3FM(n,Jeffrey Jordan,5778327194106,none,none,True,2946558595930254
USR538ia,alexanderdavid@hotmail.com,@2$NfqnD0v,Miss Karen Mccormick,3568294043474,none,none,False,4794793466414815
USR272Ng,vbuck@yahoo.com,$EkY1RohHjl,Kyle Manning,4245223074099,none,none,False,6442995379060004
USR757AI,carla35@yahoo.com,*5Y$TRbv,Amy Taylor,8183217471744,none,none,True,0822184616482060
USR895fU,pmoody@yahoo.com,5u@5QYsg,William Hebert,681965879101,none,none,False,2676493542007193
USR009qR,fuentesdarren@hotmail.com,L@GiMbDUePM6,Albert Kennedy,7761443840187,none,none,False,2360682911426535
USR197Mx,pbrooks@hotmail.com,&8AptwmZ,David Mitchell,9470608425959,none,none,False,6997932965814504
USR926hk,mdalton@yahoo.com,(7&ZW6ii,Annette Elliott,6576482406863,none,none,False,1433655511455988
USR832EJ,dustin02@gmail.com,)p8WSnnb*,Holly Johnston,3201174514516,none,none,False,8489335112982257
USR803YO,yjohnson@yahoo.com,j)5R0$bf,Michael James,122511492795,none,none,True,6714012310265196
USR489hA,annajackson@hotmail.com,)v2PjMddS,Rebecca Hernandez,9381630230571,none,none,True,7975352599335891
USR587rm,phuang@gmail.com,G_86Hzu)c^K,Scott Horn,3843354153970,none,none,False,8193956170168360
USR103fp,dunncourtney@yahoo.com,39qJHp@E$!,Bryan King,2830535861189,none,none,False,1736786131442588
USR710BJ,murphyzachary@gmail.com,uY1Jueyq%L9,Amanda Fuller,6273777417045,none,none,True,6000980453109455
USR964lF,davidtran@yahoo.com,9@%0We0V,Dennis Wright,1551669068041,none,none,True,8415044179987075
USR901Hl,bmartinez@yahoo.com,5&7UYQ4s3,Amanda Hunt,6419149024943,none,none,True,3251441215462121
USR157Ok,holmesashlee@hotmail.com,7$0IAjoT8,Douglas May,2831213671816,none,none,True,2171207643186722
USR640RH,jstephens@hotmail.com,)Y3V4cfz,Kimberly Rivera,5268734333789,none,none,False,1570228056750408
USR953VW,wclayton@hotmail.com,^iIj0Wt16,Rodney Garrett,4400054964942,none,none,True,5730630380168543
USR155Ld,diazjason@hotmail.com,SrV3L*ml0(&8,Glenn Rogers,9115476116656,none,none,False,9794651047068781
USR979Po,vwoodard@yahoo.com,tQ3cVzrK_,Michael Ayala,7092186945900,none,none,False,8642594610423557
USR977PC,benjamin19@yahoo.com,sW@1ZgoKQEy,Caleb Torres,3733406693006,none,none,False,9363704747859931
USR985cj,thomas23@hotmail.com,WMH+BueF)3,Eric Alvarado,5032747556218,none,none,True,3915401555195700
USR548Uw,muellershelly@hotmail.com,w0^Xa_Vp$xAs,Melissa Decker,1806054439039,none,none,True,5565304123593433
USR321bf,cynthia15@gmail.com,#XK_cFwh97Z,Walter Grimes,6721983544594,none,none,True,0053529485970047
USR329IV,christopher57@gmail.com,@OW4HKnYP,Tammy Smith,2842738680735,none,none,True,8329462018937927
USR470Uv,mary29@yahoo.com,W)7hfFlfiHl,Sydney Carter,5967657552540,none,none,False,7533070098837544
USR557Nb,vgonzalez@gmail.com,z*1FR_no$j,Nathaniel Nelson,6562150177538,none,none,True,2684042369620013
USR888CC,joshua69@yahoo.com,TZ4Yzn1k!,Jennifer Best,4875500066340,none,none,True,5127039742533735
USR101Ec,bnguyen@yahoo.com,@2C+HDdXtb,James Harrison,1982621273086,none,none,True,0354977089704960
USR277yT,dianeroberts@gmail.com,e%1MjlN)rq@,Diane Lopez,4684120960357,none,none,False,2688976264342716
USR890mz,brianduran@hotmail.com,2#CysdcG),Dawn Holland,9699602347979,none,none,True,1713682000630580
USR346Lq,angelafuller@gmail.com,%yH5XkIT+3,John Garcia,9643513664113,none,none,False,1226830501098187
USR587Gv,ujohnson@gmail.com,G!4C3O*qx,Teresa Austin,9651708418402,none,none,False,9247735721127157
USR542bK,colleenruiz@gmail.com,U!7LYs7s,Carol Lee,304376939673,none,none,True,9415501525360974
USR037Lk,eperez@yahoo.com,c@0ObunWPc,Ashley Fitzgerald,5958845175426,none,none,False,9172062937718400
USR076aO,sandymay@hotmail.com,_J3Wb0&GvP6,Ariel Washington,1344098410292,none,none,False,7504294204576727
USR542rd,misty43@yahoo.com,zb@o2Hqw,Christopher Ho,4731038705026,none,none,False,5335839823532000
USR628FF,lisascott@hotmail.com,@0RcTq9i,Daniel Zavala,3898327698604,none,none,False,6866188988230377
USR981sU,stephaniesmith@hotmail.com,+1KSO+qf1r5I,Dylan Hubbard,4370141591488,none,none,False,5300673133886394
USR138nO,woodevelyn@gmail.com,&U5*CCoffw,Zachary Robles,7910358566063,none,none,False,8779921639369214
USR352dx,robert76@gmail.com,Lu8PLLmo*(B,Jennifer Mclaughlin,1740713943203,none,none,True,7701331840682174
USR465JE,christopher89@yahoo.com,idAS)qs2(0An,Matthew Paul,4063841974321,none,none,False,3220460875328937
USR637Ps,catherinewalker@gmail.com,^i+YMll54ng,Tanya Baxter,3483621310856,none,none,True,3839065158656776
USR958Ub,douglaslopez@hotmail.com,_P9j*YbXRK),Victoria Hudson,427023141936,none,none,False,5660503857241281
USR432HO,travislawrence@hotmail.com,!txH3jRl8A,Kyle Charles,3775026944616,none,none,False,0910457921111197
USR600iP,xmiller@yahoo.com,*nQ(tX&*o4,David Sanchez,8198534602464,none,none,False,7410813586801292
USR702jw,michaelbarber@gmail.com,7UPGiYqa%,Jennifer Knight,622602220212,none,none,True,6167265296671113
USR967NT,michele42@hotmail.com,*EU7x4wNE^Jz,Michael Lee,182781544309,none,none,True,2211850452351905
USR761gu,antonio98@hotmail.com,#2lIEteP,Erin Robles,5428375128692,none,none,True,5019787361317249
USR940yP,kayla56@hotmail.com,#48vh9!vuNA,David Cunningham,3082559940169,none,none,True,9327060056983853
USR721Sq,zortiz@gmail.com,$lWU20PvD*4,Carl Pace,1285440884385,none,none,False,6303715070748633
USR051Ap,terrancemoses@gmail.com,oF(8&2$q&9K,Harold Delacruz,8361371614262,none,none,False,0756028260670192
USR525bL,thomas94@yahoo.com,y%1S!_Qp&!,James Mills,6062908082740,none,none,False,7408292713444684
USR981TN,xcampbell@yahoo.com,QP%m7M#g7e,Sarah Lopez,2061405566427,none,none,True,8969927450614649
USR375UA,bcontreras@yahoo.com,Y!#m4ZqDt_3Y,Karen Williams,6831400941164,none,none,False,2749694207254219
USR668BV,shawnjones@hotmail.com,@$3QE7r5w,Dawn Reyes,9490856229272,none,none,True,5198809326291652
USR056dz,christopherberry@hotmail.com,^TMpCLup@9C,Anthony Smith,2022242950498,none,none,True,5617546409845686
USR678Jt,stevenford@hotmail.com,!f6EkH2L,Laura Martinez,4341875475828,none,none,True,1564190870472144
USR745Bz,thomasflores@hotmail.com,%yI*UllNr5,Chris Rogers,9142922258411,none,none,False,7737622806933532
USR625kR,bperez@gmail.com,K^4ZHjlyG,Julia Aguilar,4186400864319,none,none,True,3523565724426433
USR398kh,anngarcia@gmail.com,2w21YR(f0),Michael Chung,3728299031659,none,none,False,1738673592492369
USR986Sg,matthew65@yahoo.com,%fC%woKUq9QJ,Travis Murray,1175571646944,none,none,True,2228591593790193
USR272FG,debbie40@yahoo.com,7oDvoxtc@,Daniel Vaughan,1830566866224,none,none,True,5910752159066693
USR907oy,hannahbrown@hotmail.com,YS3Tta+K^#),Daniel Burnett,8591113685321,none,none,False,6162147641954332
USR678LY,greendebra@gmail.com,%C)KJBh3d4I3,Aaron Logan,9209200028266,none,none,False,0832068608857768
USR626bp,francisluke@yahoo.com,&+5cc60WW4F2,Matthew Ellis,1241568407581,none,none,False,9597173000207414
USR030tI,michael43@hotmail.com,noF3Chkc^,Laura Rios,7128299886189,none,none,False,5625862511743879
USR703hK,ryansmith@hotmail.com,D*2w7dBdF,Laura Thompson,1521752035038,none,none,True,3726214598288731
